C:\Users\ayush\OneDrive\Desktop\Data\IMG\center_2023_05_23_00_33_58_919.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\left_2023_05_23_00_33_58_919.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\right_2023_05_23_00_33_58_919.jpg, 0, 0, 0, 8.191312E-05
C:\Users\ayush\OneDrive\Desktop\Data\IMG\center_2023_05_23_00_33_59_023.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\left_2023_05_23_00_33_59_023.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\right_2023_05_23_00_33_59_023.jpg, 0, 0, 0, 7.83689E-05
C:\Users\ayush\OneDrive\Desktop\Data\IMG\center_2023_05_23_00_33_59_126.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\left_2023_05_23_00_33_59_126.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\right_2023_05_23_00_33_59_126.jpg, 0, 0, 0, 7.826097E-05
C:\Users\ayush\OneDrive\Desktop\Data\IMG\center_2023_05_23_00_33_59_227.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\left_2023_05_23_00_33_59_227.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\right_2023_05_23_00_33_59_227.jpg, 0, 0, 0, 7.802064E-05
C:\Users\ayush\OneDrive\Desktop\Data\IMG\center_2023_05_23_00_33_59_329.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\left_2023_05_23_00_33_59_329.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\right_2023_05_23_00_33_59_329.jpg, 0, 0, 0, 7.806302E-05
C:\Users\ayush\OneDrive\Desktop\Data\IMG\center_2023_05_23_00_33_59_428.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\left_2023_05_23_00_33_59_428.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\right_2023_05_23_00_33_59_428.jpg, 0, 0, 0, 7.782047E-05
C:\Users\ayush\OneDrive\Desktop\Data\IMG\center_2023_05_23_00_33_59_533.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\left_2023_05_23_00_33_59_533.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\right_2023_05_23_00_33_59_533.jpg, 0, 0, 0, 7.834494E-05
C:\Users\ayush\OneDrive\Desktop\Data\IMG\center_2023_05_23_00_33_59_636.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\left_2023_05_23_00_33_59_636.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\right_2023_05_23_00_33_59_636.jpg, 0, 0, 0, 7.944799E-05
C:\Users\ayush\OneDrive\Desktop\Data\IMG\center_2023_05_23_00_33_59_740.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\left_2023_05_23_00_33_59_740.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\right_2023_05_23_00_33_59_740.jpg, 0, 0, 0, 7.855961E-05
C:\Users\ayush\OneDrive\Desktop\Data\IMG\center_2023_05_23_00_33_59_843.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\left_2023_05_23_00_33_59_843.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\right_2023_05_23_00_33_59_843.jpg, 0, 0, 0, 7.854222E-05
C:\Users\ayush\OneDrive\Desktop\Data\IMG\center_2023_05_23_00_33_59_946.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\left_2023_05_23_00_33_59_946.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\right_2023_05_23_00_33_59_946.jpg, 0, 0, 0, 7.892602E-05
C:\Users\ayush\OneDrive\Desktop\Data\IMG\center_2023_05_23_00_34_00_050.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\left_2023_05_23_00_34_00_050.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\right_2023_05_23_00_34_00_050.jpg, 0, 0, 0, 7.820074E-05
C:\Users\ayush\OneDrive\Desktop\Data\IMG\center_2023_05_23_00_34_00_150.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\left_2023_05_23_00_34_00_150.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\right_2023_05_23_00_34_00_150.jpg, 0, 0, 0, 7.90306E-05
C:\Users\ayush\OneDrive\Desktop\Data\IMG\center_2023_05_23_00_34_00_261.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\left_2023_05_23_00_34_00_261.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\right_2023_05_23_00_34_00_261.jpg, 0, 0, 0, 7.833893E-05
C:\Users\ayush\OneDrive\Desktop\Data\IMG\center_2023_05_23_00_34_00_362.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\left_2023_05_23_00_34_00_362.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\right_2023_05_23_00_34_00_362.jpg, 0, 0.2126391, 0, 0.08127961
C:\Users\ayush\OneDrive\Desktop\Data\IMG\center_2023_05_23_00_34_00_461.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\left_2023_05_23_00_34_00_461.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\right_2023_05_23_00_34_00_461.jpg, 0, 0.5126745, 0, 0.5416757
C:\Users\ayush\OneDrive\Desktop\Data\IMG\center_2023_05_23_00_34_00_564.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\left_2023_05_23_00_34_00_564.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\right_2023_05_23_00_34_00_564.jpg, 0, 0.8068164, 0, 1.395758
C:\Users\ayush\OneDrive\Desktop\Data\IMG\center_2023_05_23_00_34_00_666.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\left_2023_05_23_00_34_00_666.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\right_2023_05_23_00_34_00_666.jpg, -0.2910924, 1, 0, 2.53691
C:\Users\ayush\OneDrive\Desktop\Data\IMG\center_2023_05_23_00_34_00_767.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\left_2023_05_23_00_34_00_767.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\right_2023_05_23_00_34_00_767.jpg, -0.3864033, 1, 0, 3.698878
C:\Users\ayush\OneDrive\Desktop\Data\IMG\center_2023_05_23_00_34_00_869.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\left_2023_05_23_00_34_00_869.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\right_2023_05_23_00_34_00_869.jpg, -0.08149914, 1, 0, 4.870617
C:\Users\ayush\OneDrive\Desktop\Data\IMG\center_2023_05_23_00_34_00_973.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\left_2023_05_23_00_34_00_973.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\right_2023_05_23_00_34_00_973.jpg, 0, 1, 0, 6.02472
C:\Users\ayush\OneDrive\Desktop\Data\IMG\center_2023_05_23_00_34_01_077.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\left_2023_05_23_00_34_01_077.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\right_2023_05_23_00_34_01_077.jpg, 0, 1, 0, 7.170797
C:\Users\ayush\OneDrive\Desktop\Data\IMG\center_2023_05_23_00_34_01_176.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\left_2023_05_23_00_34_01_176.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\right_2023_05_23_00_34_01_176.jpg, -0.3087615, 1, 0, 8.282748
C:\Users\ayush\OneDrive\Desktop\Data\IMG\center_2023_05_23_00_34_01_277.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\left_2023_05_23_00_34_01_277.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\right_2023_05_23_00_34_01_277.jpg, -0.2142669, 1, 0, 9.383691
C:\Users\ayush\OneDrive\Desktop\Data\IMG\center_2023_05_23_00_34_01_378.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\left_2023_05_23_00_34_01_378.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\right_2023_05_23_00_34_01_378.jpg, 0, 1, 0, 10.48975
C:\Users\ayush\OneDrive\Desktop\Data\IMG\center_2023_05_23_00_34_01_482.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\left_2023_05_23_00_34_01_482.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\right_2023_05_23_00_34_01_482.jpg, -0.0276972, 1, 0, 11.64757
C:\Users\ayush\OneDrive\Desktop\Data\IMG\center_2023_05_23_00_34_01_582.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\left_2023_05_23_00_34_01_582.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\right_2023_05_23_00_34_01_582.jpg, -0.3281387, 1, 0, 12.84495
C:\Users\ayush\OneDrive\Desktop\Data\IMG\center_2023_05_23_00_34_01_685.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\left_2023_05_23_00_34_01_685.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\right_2023_05_23_00_34_01_685.jpg, -0.6226591, 1, 0, 13.81074
C:\Users\ayush\OneDrive\Desktop\Data\IMG\center_2023_05_23_00_34_01_787.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\left_2023_05_23_00_34_01_787.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\right_2023_05_23_00_34_01_787.jpg, -0.4666335, 1, 0, 14.76031
C:\Users\ayush\OneDrive\Desktop\Data\IMG\center_2023_05_23_00_34_01_891.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\left_2023_05_23_00_34_01_891.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\right_2023_05_23_00_34_01_891.jpg, -0.1725228, 1, 0, 15.94748
C:\Users\ayush\OneDrive\Desktop\Data\IMG\center_2023_05_23_00_34_01_996.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\left_2023_05_23_00_34_01_996.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\right_2023_05_23_00_34_01_996.jpg, 0, 1, 0, 16.85381
C:\Users\ayush\OneDrive\Desktop\Data\IMG\center_2023_05_23_00_34_02_096.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\left_2023_05_23_00_34_02_096.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\right_2023_05_23_00_34_02_096.jpg, -0.1112721, 1, 0, 18.03834
C:\Users\ayush\OneDrive\Desktop\Data\IMG\center_2023_05_23_00_34_02_196.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\left_2023_05_23_00_34_02_196.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\right_2023_05_23_00_34_02_196.jpg, -0.135009, 1, 0, 18.89494
C:\Users\ayush\OneDrive\Desktop\Data\IMG\center_2023_05_23_00_34_02_300.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\left_2023_05_23_00_34_02_300.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\right_2023_05_23_00_34_02_300.jpg, 0, 1, 0, 20.13049
C:\Users\ayush\OneDrive\Desktop\Data\IMG\center_2023_05_23_00_34_02_403.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\left_2023_05_23_00_34_02_403.jpg, C:\Users\ayush\OneDrive\Desktop\Data\IMG\right_2023_05_23_00_34_02_403.jpg, -0.2204118, 1, 0, 21.20106
